1539871263763
00128 MB 8153.77 8095.24 8192.96 8098.48 8130.62 8076.06 8125.70 8035.41 8035.63 8103.82 8078.34 8376.85 8124.40 8188.11 8210.93 8229.86 8155.52 8787.70 8229.56 8236.12
00256 MB 4223.38 4166.16 4058.78 4163.22 4086.94 4132.68 4073.62 4155.89 4181.76 4162.20 4092.91 4089.88 4258.84 4105.32 4143.91 4241.15 4251.47 4092.70 4038.57 4161.86
00512 MB 1950.73 1897.78 1943.03 1890.70 1898.97 1920.95 1897.98 1896.27 1886.82 1878.34 1899.76 1895.95 1912.01 1948.95 1904.64 1879.50 1900.44 1869.64 1893.75 1887.07
01024 MB 952.05 960.24 957.53 943.50 938.48 937.90 933.17 941.25 937.53 951.12 933.47 946.76 938.10 973.23 932.92 944.70 946.34 931.78 952.25 945.05
01536 MB 637.43 645.74 670.47 647.79 650.29 646.50 648.55 648.82 639.88 645.59 654.92 651.32 646.88 666.35 686.04 646.54 660.39 648.65 651.91 653.56
03008 MB 703.75 670.91 711.50 709.65 725.12 682.56 713.19 712.94 697.66 655.43 655.48 653.57 652.67 662.60 663.14 684.05 660.57 688.08 666.33 686.69
