00128 MB 2298.75 1483.37 1516.24 1427.34 1161.64 714.55 848.46 510.30 505.18 837.68 718.47 668.87 491.05 500.38 523.13 665.19 1080.24 902.46 852.50 511.84 455.44 480.59 687.66 686.98 703.05 703.36 581.35 637.02 660.01 639.31 721.67 680.89 815.64 698.32 744.11 981.97 1035.78 1159.04 1135.97 907.69
00256 MB 1074.06 932.13 730.78 816.60 593.85 657.41 628.43 456.80 630.62 391.67 479.97 520.51 604.12 494.70 536.68 532.49 445.03 469.50 624.20 492.78 438.34 468.86 447.72 454.84 449.13 448.23 463.19 438.95 474.78 476.54 438.44 504.40 475.59 517.33 471.20 472.46 594.05 515.73 438.52 431.67
00512 MB 492.13 393.96 320.14 340.16 317.73 346.72 391.67 416.97 333.59 414.66 303.95 315.77 314.19 325.80 360.39 342.39 336.31 243.75 226.16 289.43 323.11 293.25 256.12 283.42 344.12 397.96 397.95 356.87 469.44 289.15 142.97 144.53 191.48 158.89 183.54 187.48 148.80 178.01 167.27 240.76
01024 MB 343.55 425.98 301.12 313.39 308.34 296.59 137.59 134.75 134.76 239.72 228.27 239.73 341.62 227.85 249.36 187.18 233.26 264.54 231.64 242.66 243.76 212.85 218.37 285.03 299.17 332.24 301.20 278.39 285.52 335.55 307.44 333.20 347.01 137.40 177.17 109.48 128.41 141.72 323.29 288.54
01536 MB 338.51 318.68 301.14 288.05 266.97 279.45 297.82 383.36 398.86 356.86 305.24 384.13 306.16 367.04 210.83 203.66 262.10 222.11 204.03 216.22 249.57 209.15 226.58 323.93 267.05 229.08 207.56 227.43 216.61 119.19 114.23 132.58 136.41 285.63 274.89 329.04 273.12 239.82 270.16 277.46
03008 MB 197.99 158.04 188.13 167.29 229.13 229.44 222.53 220.07 169.37 169.64 218.56 206.21 135.41 258.14 184.83 156.92 152.62 196.58 135.78 189.29 324.46 124.90 133.84 135.95 127.77 124.44 108.28 141.99 124.34 169.20 168.35 149.65 144.11 164.94 143.89 158.24 221.35 138.82 143.55 134.61
