00128 MB 8800.08 5168.63 4294.37 11833.89 5197.66 4949.86 9842.97 5238.02 4259.01 9208.74 5104.04 4403.20 9519.74 5124.73 4269.50 8632.96 5609.95 4507.65 10938.29 5749.48
00256 MB 1168.35 1080.68 1012.04 879.84 849.06 753.80 691.38 752.44 768.11 747.61 668.38 638.00 3909.48 2282.77 1977.38 1111.21 1108.43 1286.36 1173.17 902.87
00512 MB 770.46 698.75 955.02 368.09 402.22 390.39 818.40 433.16 380.25 454.26 411.85 385.13 335.40 451.37 481.42 451.17 918.80 398.72 402.69 745.70
01024 MB 661.04 720.42 1017.90 951.53 685.41 721.33 675.52 598.74 342.58 340.52 372.61 372.51 663.28 698.23 693.99 711.43 1057.30 979.95 1058.09 371.48
01536 MB 312.80 322.59 349.44 335.65 881.66 716.99 785.73 678.92 677.15 666.21 680.26 1021.18 346.45 333.79 913.39 851.96 831.62 862.80 618.27 654.32
03008 MB 416.73 345.23 351.24 379.58 314.50 398.48 374.03 319.61 330.67 369.81 372.56 409.84 372.02 348.56 357.43 338.91 343.70 356.17 352.85 366.81
